"CUISINE_ID","DISH_LIKED","CUISINES"
4481,"\N","Biryani, Chettinad, South Indian, Chinese"
4482,"Calcutta Paan, Malai Kulfi, Tender Coconut Kulfi, Kesar Pista Kulfi, Mango Kulfi","Ice Cream"
4483,"Cocktails, Chicken Kebab, Murgh Ghee Roast, Virgin Mojito, Honey Chilli Fries, Ice Tea, Shawarma","American, North Indian, Chinese, Finger Food, Momos"
4484,"\N","Bengali, Chinese, North Indian"
4485,"\N","North Indian, Chinese, Biryani, Rolls"
4486,"\N","Arabian, Chinese, Kerala, North Indian"
4487,"Corn Balls, Cocktails, Mocktails, Sunday Brunch, Fish, Chicken Wings, Nachos","Continental, Pizza, North Indian, Goan, Cafe"
4488,"Pot Biryani, Boneless Biryani, Raita, Paneer Biryani, Mutton Biryani, Sea Food, Ghee Roast Mutton","North Indian, Chinese, Biryani, Seafood"
4489,"Biryani, Cocktails, Mushroom Pasta, Dragon Chicken, Beer, Noodles, Steak","North Indian, Chinese, Continental, Bengali"
4490,"\N","South Indian, North Indian, Chinese, Street Food, Beverages"
4491,"Momos, Pizza, Nachos, Burgers, Pasta","Fast Food, Beverages, Momos"
4492,"Biryani, Mutton Chops, Pepper Chicken, Chilli Chicken, Brain Fry","South Indian, North Indian, Seafood, Chinese"
4493,"Cocktails, Pizza","Continental"
4494,"Aloo Paratha, Panneer Butter Masala","North Indian, Mughlai, Biryani, Chinese"
4495,"Cocktails, Pizza, Buttermilk","Finger Food"
4496,"Dal Halwa","North Indian, South Indian, Continental, American, Asian"
4497,"\N","North Indian, Chinese, Seafood, Mangalorean"
4498,"Thukpa, Hakka Noodles","Chinese, Tibetan, North Indian"
4499,"\N","Steak, Mediterranean, Grill"
4500,"\N","Biryani, South Indian, Mangalorean"
4501,"Pasta, Veg Sushi, Biryani, Lunch Buffet, Waffles, Grilled Lamb, Sunday Brunch","North Indian, Continental, Japanese, Chinese, South Indian"
4502,"\N","Beverages, Desserts, Juices"
4503,"Shawarma, Tea, Chai, Coffee","Cafe"
4504,"Paratha, Veg Thali, Chole Bhature, Gulab Jamun, Lassi, Dal Fry, Roti","North Indian"
4505,"Blackcurrant Shake, Nutella Shake","Beverages"
4506,"Chaat, Pav Bhaji, Kheer, Aloo Paratha, Rabri, Sweet Lassi","North Indian"
4507,"Biryani, Fried Rice","Chinese, North Indian, South Indian"
4508,"Mutton Nalli, Andhra Meal, Bamboo Chicken, Chicken Boneless Biryani, Vada, Chicken Kebab, Mutton Biryani","Andhra, Biryani, North Indian, Chinese"
4509,"Sandwiches, Blueberry Waffles, Fruit Pancake, Blueberry Pancakes, Belgian Waffles, Chocolate Chip Waffle, Banana Caramel","Cafe, Desserts"
4510,"\N","Pizza, Beverages"
4511,"\N","American"
4512,"Thali","Mithai, Street Food"
4513,"Panneer Butter Masala, Rolls, Chicken Roll, Paneer Roll, Tandoori Chicken, Naan, Egg Bhurji","North Indian, Chinese, Biryani, Fast Food"
4514,"Sandwich, Coffee, Sandwiches, Brownie, Pizza","Bakery, Cafe"
4515,"Burgers, Beef Steak, Cocktails, Chips, Chicken Soup, Onion Rings, Chicken Wings","Continental"
4516,"Rasgulla, Mutton Kosha, Fish, Chicken Curry, Egg Tadka, Prawn Curry, Dahi Baigan","Oriya, North Indian, Bengali, Chinese"
4517,"Filter Coffee, Vada","South Indian, Beverages"
4518,"Vada, Set Dosa, Thali, Masala Dosa, Roti, Idli","South Indian, North Indian, Chinese"
4519,"Waffles, Coffee, Pizza, Burgers, Hot Chocolate, Brownie, Fries","Desserts, Cafe"
4520,"\N","North Indian, Street Food, Kebab"
4521,"Appam, Buttermilk, Idiyappam, Kerala Parotta, Chicken Curry, Paratha, Roast Beef","Kerala, Chinese"
4522,"\N","North Indian, Chinese, Mughlai, Biryani, Kebab"
4523,"Tandoori Chicken, Rumali Roti, Butter Chicken, Malai Kofta, Chicken Curry, Palak Paneer, Chicken Biryani","North Indian"
4524,"\N","Chinese, North Indian, Mangalorean"
4525,"Hyderabadi Biryani, Mutton Biryani, Vegetable Biryani","Biryani, Hyderabadi, Chinese"
4526,"Mutton Biryani, Paya Soup, Bheja Masala, Phirni, Brain Fry, Chicken Kebab, Chicken Grill","Biryani, North Indian, Mughlai"
4527,"Thali, Aamras, Malpua, Lassi, Plain Rice, Buttermilk, Chaat","Rajasthani, North Indian"
4528,"Waffles, Pie, Corn Dog","Cafe, Fast Food, Desserts, Beverages"
4529,"Mocktails, Cocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Sangria, Margarita","European, North Indian, Mediterranean, Asian, Salad"
4530,"Masala Papad","Chinese, North Indian, Thai"
4531,"\N","BBQ, Biryani, Continental"
4532,"Raita, Gosht Dum Biryani, Dum Ghost Biryani, Paneer Biryani","Biryani"
4533,"Pasta, Pizza, Sandwiches, Chilli Cheese Garlic Bread, Hazelnut Latte, Tea, Cappuccino","Cafe, Continental, Salad, Italian"
4534,"Burgers, Chai, Paratha, Sandwich, Ginger Tea, Chaat, Oreo Shake","Tea, Beverages, Fast Food"
4535,"Lassi, Aloo Gobhi, Butter Chicken, Roti, Afghan Chicken, Matar Paneer, Laccha Paratha","North Indian"
4536,"Chicken Curry, Mutton Biryani, Paratha, Kothu Parotta, Mutton Fry, Pallipalayam Chicken, Chicken Biryani","Chettinad, South Indian"
4537,"Fish, Kosha Mangsho, Chicken Curry, Luchi, Chingri Malaikari, Biryani, Bhetki Fry","Bengali, Seafood"
4538,"\N","Cafe, Italian, French"
4539,"Sandwich","Desserts, Juices, Fast Food"
4540,"Pizza, Garlic Bread, Beer, Tiramisu, Vanilla Ice Cream, Ravioli, Coffee Ice Cream","Italian, Pizza, Beverages"
4541,"Margarita, Masala Peanuts, Cocktails, Momos, Pizza, Chilli Chicken, Beer","Continental, North Indian, Italian"
4542,"\N","Asian, Thai"
4543,"Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger","Cafe, Burger, Fast Food"
4544,"Lassi, Panneer Butter Masala, Paratha, Thali","North Indian, Chinese"
4545,"\N","Bakery, Healthy Food"
4546,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani","North Indian, South Indian"
4547,"\N","Mithai, Street Food, Rajasthani"
4548,"Dal Makhani, Thali, Matka Lassi","North Indian"
4549,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea","Cafe, Continental, Italian"
4550,"Salad","Salad, Fast Food"
4551,"Paratha, Salads, Dal Makhani, Salad, Masala Lemonade, Paneer Biryani, Sandwiches","North Indian, Mughlai, Fast Food"
4552,"\N","Chinese, North Indian, Fast Food, Momos"
4553,"Alfam Chicken, Ghee Rice, Chicken Curry, Mutton Biryani, Chicken Grill, Shawarma, Fruit Salad","North Indian, Mughlai, South Indian, Chinese"
4554,"Sandwiches, Sausage Roll, Garlic Bread","Bakery, Fast Food, Desserts"
4555,"Momos, Manchow Soup, Fish, Clear Soup, Chop Suey, Hakka Noodles","Chinese, Thai, Seafood"
4556,"Cocktails, Peri Peri Chicken, Meat Pizza, Mojito, Buffalo Wings, Beer, Burgers","Continental, American, Chinese, BBQ, Salad, Italian"
4557,"Waffles, Hot Chocolate, Brownie, Pizza, Coffee, Pancakes, Pasta","Desserts, Cafe, Italian, Beverages"
4558,"Brain Fry, Non Veg Thali, Peri Peri Chicken, Egg Biryani, Fruit Salad, Lassi, Jumbo Shawarma","North Indian, Mughlai, South Indian, Chinese"
4559,"Salads, Lamb, Sandwiches, Ice Tea, Chicken Salad, Steak, Chicken Shashlik","American, Continental, Fast Food, Steak"
4560,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental"
4561,"\N","Fast Food, Beverages, Sandwich"
4562,"Mutton Biryani, Cocktails, Dal Makhani, Naan, Fish, Roti, Lamb","North Indian, Afghan"
4563,"Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Milk Shake","Cafe, Chinese, Continental, Italian"
4564,"Cocktails, Mutton Seekh, Tangdi Chicken, Mango Ice Cream, Biryani, Malai Kulfi, Fish","North Indian, European, Mediterranean, BBQ, Kebab"
4565,"Sandwiches, Club Chicken Sandwich, Pizza, White Sauce Pasta, Coffee, Tomato Basil Pasta, Garlic Bread","Cafe"
4566,"Rasmalai, Salads, Pasta, Pizza, Mutton Biryani, Cocktails, Coffee","North Indian, American, Italian"
4567,"\N","Biryani, Seafood, South Indian"
4568,"Gulab Jamun, Lassi, Dal Makhani, Buttermilk, Thali, Paratha","North Indian"
4569,"Manchurian, Chop Suey, Chilli Paneer, Hunan Chicken","Chinese"
4570,"\N","Finger Food, North Indian, Continental"
4571,"Chicken Fry, Mutton Fry, Mutton Biryani, Chicken Biryani, Chicken Kebab, Donne Biryani, Chilli Chicken","Biryani, Kebab"
4572,"\N","Beverages, Bakery"
4573,"\N","North Indian, South Indian, Andhra, Cafe"
4574,"Burgers, Strawberry Shake, Fries, Pancakes, Chicken Salad, Lamb","Burger, Fast Food, Beverages"
4575,"\N","Beverages, Ice Cream, Sandwich, Fast Food"
4576,"\N","Beverages, Juices, Ice Cream, Sandwich"
4577,"Salads, Gulab Jamun, Pasta, Fish, Rasgulla, Coffee, Lunch Buffet","North Indian, Italian, Chinese, Asian"
4578,"Craft Beer, Stout, Cocktails, Chicken Wings, Brewed Beer, Mysore Pak, Cheesecake","Modern Indian"
4579,"Burgers, Ginger Chicken, Virgin Mojito, Popcorn, Rice Bowl","Burger, Fast Food"
4580,"Burgers, Pav Bhaji, Paneer Tikka, Salad, Sandwiches, Pasta, Pizza","North Indian, Continental, Italian, Cafe"
4581,"Gongura Chicken Biryani","Andhra, South Indian, North Indian, Biryani"
4582,"\N","Bihari, North Indian"
4583,"Rava Idli, Filter Coffee, Tea, Vada, Paper Masala Dosa, Donne Biryani","South Indian, North Indian, Chinese, Juices, Ice Cream"
4584,"\N","Cafe, Burger, Sandwich, Beverages"
4585,"\N","Burger, Fast Food, Desserts, Sandwich"
4586,"Vada","North Indian, South Indian, Chinese, Street Food"
4587,"Waffles, Burgers, Pizza, Tea","Fast Food, Continental, Desserts"
4588,"Biryani","Healthy Food, North Indian, Biryani"
4589,"Biryani, Raita","North Indian, Chinese, Seafood, Biryani"
4590,"\N","Cafe, Continental, Coffee"
4591,"Paratha, Fish Fry","Kerala, Konkan"
4592,"Chinese Bhel, Noodles, Butter Garlic Momos","Chinese"
4593,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun","South Indian"
4594,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat","North Indian, South Indian, Chinese, Fast Food, Juices"
4595,"Pesto Pizza","Pizza, Italian, Salad"
4596,"Chicken Grill, Biryani, Roti, Chicken Masala","North Indian, Chinese, Biryani, Kebab"
4597,"Salads, Veg Pulao, Sea Food, Popcorn Chicken, Karachi Naan, Rabri, Butter Chicken","Arabian, North Indian, Beverages"
4598,"Cocktails, Lasagne, Martini, Mocktails, Mutton Pepper, Long Island Iced Tea, Mojito","Asian, North Indian, Thai"
4599,"Poha, Aloo Paratha","Bihari, North Indian, South Indian"
4600,"Pizza, Cheesecake, Burgers, Pasta, Waffles, Chocolate Cake, Veg Burger","American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza"
4601,"\N","Fast Food, North Indian, Sandwich"
4602,"\N","South Indian, Chinese, Chettinad"
4603,"Beer, Chicken Guntur, Paneer Tikka, Fish, Noodles, Cocktails, Gulab Jamun","North Indian, Continental, Mediterranean"
4604,"Chole Bhature, Jalebi, Chaat, Puri Sabzi, Buttermilk, Dhokla, Panipuri","North Indian, South Indian, Chinese, Street Food, Mithai"
4605,"Spicy Chicken","Andhra, North Indian"
4606,"Pizza, Coffee, Pasta, Sandwiches, Chicken Lasagne, Pepper Chicken, Bruschettas","Cafe, Continental, Pizza, Italian, Beverages"
4607,"Ghee Roast Paneer, Murgh Ghee Roast, Fish Fry, Neer Dosa, Appam, Sea Food, Chicken Sukha","Mangalorean, Seafood, South Indian"
4608,"Tandoori Chicken","Chinese, North Indian, Mughlai"
4609,"Paratha","Biryani, Fast Food, North Indian, Chinese"
4610,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew","South Indian, North Indian, Chinese, Biryani"
4611,"Pasta, Pizza, Pancakes, Fish, Salads, Chaat","American, Continental, North Indian, South Indian"
4612,"Salads, Mint Masala, Breakfast Buffet, Pasta, Lunch Buffet, Spring Roll, Roti","North Indian, Chinese"
4613,"Chicken Grill, Paan Kulfi, Mocktails, Crispy Corn, Pasta, Fish Grill, Noodles","North Indian, European, Mediterranean, BBQ, Kebab"
4614,"Rooftop Ambience","North Indian, Thai, Chinese, Continental"
4615,"Beer, Lasagne, Cocktails, Pizza, Churros, Chicken Pepper Fry, Chicken Tikka","Continental, Mexican, Burger, Desserts, Italian, Pizza, North Indian, Chinese"
4616,"Salads, Gulab Jamun","North Indian, Chinese, Thai, Continental"
4617,"\N","Arabian, North Indian, Chinese, Biryani"
4618,"\N","North Indian, Rajasthani, Street Food"
4619,"Chicken Biryani, Hyderabadi Dum Biryani, Raita","Biryani"
4620,"Brownie","North Indian, Chinese"
4621,"Mutton Biryani, Tandoori Chicken, Butter Naan, Fish, Butter Chicken, Chicken Boneless Biryani, Vegetable Biryani","Biryani, North Indian, Chinese, Seafood"
4622,"\N","Biryani, Fast Food, North Indian, Chinese"
4623,"\N","Fast Food, Burger, Pizza"
4624,"Fries, Whole Meat Shawarma, Rolls","Arabian"
4625,"Dragon Chicken, Salad, Hakka Noodles, Chicken Momo, Chop Suey, Dragon Rolls, Fish Chilli","Chinese, Thai"
4626,"Kadhai Paneer, Paratha","North Indian"
4627,"\N","Burger, Chinese, Fast Food, Pizza, Sandwich"
4628,"Fish Thali, Aloo Paratha","North Indian"
4629,"Apple Pie Ice Cream, Nolen Gur, Paan Ice Cream, Chocolate Fudge, Gur Ice Cream","Ice Cream, Desserts"
4630,"\N","North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts"
4631,"Dahi Vada, Masala Dosa, Coffee, Chaat, Roti","Fast Food, North Indian, Chinese, South Indian"
4632,"\N","North Indian, BBQ"
4633,"Hyderabadi Biryani, Dum Ka Chicken, Rice","North Indian, South Indian, Biryani"
4634,"\N","Chinese, Andhra, Mangalorean"
4635,"\N","Chinese, Italian, Fast Food, Momos"
4636,"Pasta, Honey Chilli Chicken, Noodles, Tandoori Chicken, Chicken Biryani, Fish, Murgh Patiala","Continental, North Indian, Chinese"
4637,"Rolls, Jumbo Chicken Roll, Falafel Roll, Chicken Kudu Roll, Mutton Roll, Shawarma, Spicy Roll","Middle Eastern, Fast Food, Rolls"
4638,"\N","Turkish, Chinese"
4639,"English Breakfast, Healthy Breakfast, Waffles, Chicken Sandwich, Pancakes, Pork Sausage, Eggs Benedict","Cafe, Continental"
4640,"\N","Mughlai, Chinese, South Indian"
4641,"\N","Chinese, Mangalorean, Seafood, North Indian"
4642,"Paratha, Sea Food, Appam, Malabari Biryani","Kerala"
4643,"\N","North Indian, Cafe, Chinese"
4644,"Paneer Tikka Pizza, Veggie Pizza, Chocolate Tart, Peri Peri Chicken Pizza, Pasta, Kit Kat Shake, Burgers","Pizza, Italian, Beverages"
4645,"Rava Idli, Tea, Coffee, Rava Dosa, Biryani, Masala Dosa, Pav Bhaji","North Indian, South Indian, Chinese"
4646,"Chicken Biryani, Kastoori Chicken, Rice, Mushroom Biryani, Mutton Biryani, Paneer Biryani, Tandoori Chicken","North Indian, Biryani, Chinese"
4647,"Pasta, Pizza, Burgers, Sandwiches, Greek Salad, Sandwich, French Fries","Cafe, European, Beverages, Italian"
4648,"Coffee","Cafe, Fast Food"
4649,"Appam","Kerala"
4650,"Mutton Biryani","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls"
4651,"Chaat, Pav Bhaji, Tea, Samosa, Vada Pav, Panipuri, Bhel Puri","Street Food, North Indian"
4652,"\N","Beverages, Fast Food, Ice Cream, Sandwich"
4653,"Waffles, Chocolate Avalanche, Chocolate Volcano, Lava Cake","Desserts, Ice Cream"
4654,"Tandoori Chicken, Chicken Biryani, Naan, Dum Biryani, Sweet Lassi, Dal Tadka, Hyderabadi Biryani","Biryani, North Indian, Chinese"
4655,"Neer Dosa, Coffee, Pav Bhaji, Khali Dosa, Panipuri, Masala Dosa, Tea","South Indian, North Indian, Chinese"
4656,"Pancakes, Waffles, Popcorn, Nachos, Tea, Savoury Crepe, Hot Chocolate","Desserts, Beverages"
4657,"Fish Curry","Biryani, Chinese, Continental, North Indian, Kerala, South Indian"
4658,"Thick Shakes, Maggi, Peri Peri Fries, Sandwich, Momos","Beverages, Fast Food"
4659,"Andhra Thali, Mutton Biryani, Mutton Fry, Lassi, Chicken Curry, Ragi Mudde, Ulavacharu","Andhra, Seafood, Biryani"
4660,"\N","Fast Food, Pizza, Desserts"
4661,"Chai, Masala Tea, Samosa, Banana Cake, Egg Puff, Ginger Tea","Tea, Beverages, Fast Food"
4662,"\N","Fast Food, North Indian, Rolls"
4663,"Kulcha, Chole, Mutton Curry, Paratha, Mint Raita, Chicken Curry, Dal Makhani","North Indian"
4664,"Mutton Biryani, Shawarma, Bheja Fry, Pahari Chicken, Butter Chicken, Mutton Chops, Butter Naan","Mughlai, North Indian, Chinese"
4665,"Sushi, Noodles","Japanese, Chinese, Thai"
4666,"Gulab Jamun, Chaat, Jalebi, Samosa, Chole, Sev Puri, Rasgulla","Street Food, Mithai"
4667,"\N","Andhra, Chinese, Continental"
4668,"Chole Bhature, Veg Thali","North Indian"
4669,"Dal Fry","North Indian, Chinese, Biryani, Seafood"
4670,"Charcoal Chicken, Biryani, Shawarma, Pulpy Grape Juice, Tandoori Chicken, Lime Soda, Seekh Kebab","North Indian, Chinese, Mughlai"
4671,"Mutton Biryani, Raita, Firni, Chicken Biryani, Rolls, Chicken Tikka Kebab, Naan","North Indian, Kebab, Biryani, Rolls"
4672,"Burgers, Pizza, Peri Peri Chicken Burger, Sandwiches, Pasta, Sandwich, Potato Wedges","Continental, Cafe, Desserts, Italian, Bakery"
4673,"Mojito, Orange Lemonade, Masala Shikanji, Lassi, Dahi Kebab, Chicken Wings, Biryani","North Indian"
4674,"Pita Bread, Rolls, Shawarma Roll, Lebanese Shawarma, Chicken Grill, Barbeque Chicken","Arabian, BBQ, Rolls, Lebanese"
4675,"Chicken Biryani","Andhra"
4676,"Cocktails, Sunday Brunch, Rasmalai, Lunch Buffet, Biryani, Ravioli, Sunday Brunches","Goan, Asian, North Indian, European, Continental"
4677,"Pasta, Wine, Mocktails, Coffee, Virgin Mojito, Salads, Sangria","Cafe, Continental, Italian, German, French, Spanish"
4678,"Ramen, Cocktails, Crab Sushi, Maki Roll, Creme Brulee, Thai Chicken Salad, Beef Salad","Asian, Thai, Vietnamese, Malaysian, Beverages"
4679,"Chips, Cocktails, Biryani, Pinacolada, Almond Soup, Mocktails, Tomato Soup","Modern Indian"
4680,"Lassi, Bhindi Masala, Chicken Butter Masala, Dal Makhani, Achari Paneer, Chicken Bharta, Malai Kofta","North Indian"
4681,"Mojito, Beer, Cocktails, Chicken Wings, Pasta, Nachos, Potato Wedges","Continental, Chinese, North Indian"
4682,"Rose Tea, Hibiscus Tea, Masala Chai, Ginger Tea","Cafe"
4683,"Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza","Pizza, Cafe, Italian"
4684,"Paratha, Vada Pav, Chaat, Pav Bhaji, Panipuri, Masala Poori, Dhokla","North Indian, Street Food, Juices"
4685,"Paneer Sandwich, Sandwiches, Burgers, Momos, Maggi, Ferrero Rocher Shake, Thick Shakes","Beverages, Fast Food"
4686,"Biryani, Fries, Thick Shakes","Fast Food, Desserts, Beverages"
4687,"Mughlai Paratha, Laccha Paratha, Rolls","North Indian, Chinese"
4688,"\N","Andhra, North Indian, Chinese, Biryani"
4689,"Biryani","Andhra, Seafood, North Indian, Chinese"
4690,"Rolls, Chicken Roll, Biryani, Panneer Butter Masala, Ghee Rice, Rumali Roti","North Indian, Chinese, Seafood, Rolls"
4691,"Tea, Sandwiches, Coffee, French Fries, Cheese Sandwich, Hot Chocolate","Cafe, Continental, American, Beverages"
4692,"Patisserie Nitash, Brownie, Chocolate Cake, Chocolate Ganache, Macaroon, Cheesecake","Bakery"
4693,"Sabudana Vada, Masala Dosa, Filter Coffee, Pesarattu Upma, Podi Idli, Mirchi Bajji, Pongal","South Indian, Fast Food"
4694,"\N","Beverages, Fast Food, Ice Cream"
4695,"Liti Chokha, Chilli Chicken, Chicken Litti, Paratha, Lassi, Pan Fried Momos, Egg Curry","North Indian, Chinese"
4696,"Pasta, Mezze Platter, Momos, Pizza, Waffles, Chocolate Milkshake, Pancakes","Chinese, American, Continental, Italian, North Indian"
4697,"Burgers, Peri Peri Chicken, Spicy Chicken, Grilled Lamb Burger, Chicken Burger, French Fries","Burger, Fast Food"
4698,"Egg Tadka, Roti, Veg Thali","Oriya"
4699,"Chicken Curry","South Indian, North Indian, Biryani"
4700,"\N","Assamese, North Indian, Chinese"
4701,"\N","Chinese, Hyderabadi, Mughlai, South Indian"
4702,"Sea Food, Neer Dosa, Murgh Ghee Roast, Chicken Sukha, Beer, Butter Chicken, Fish Masala Fry","North Indian, Chinese"
4703,"Paratha, Sea Food, Fish Biryani, Duck Roast","Kerala, North Indian"
4704,"\N","Beverages, North Indian, Chinese, Italian"
4705,"\N","Mexican, Italian"
4706,"Coffee, Pasta, Sandwiches, Pizza, Nachos, Blueberry Cheesecake, Burgers","Cafe, Italian, Pizza, Chinese"
4707,"Veg Thali","North Indian"
4708,"Burgers, Pasta, Noodles, Shawarma, Tea, Cappuccino, Kit Kat Shake","Cafe, Burger, Chinese, Fast Food, Beverages"
4709,"Tandoori Chicken, Chicken Boneless Biryani, Paneer Biryani","North Indian, Chinese, Biryani, Andhra"
4710,"Kheer, Paneer Chatpata, Mango Lassi, Thali, Paratha, Gulab Jamun, Buttermilk","North Indian, Street Food"
4711,"\N","Andhra, South Indian, Chinese"
4712,"Lemon Chicken, Egg Curry, Malai Kofta, Veg Starter, Biryani, Gajar Ka Halwa, Dal Tadka","North Indian"
4713,"Masala Dosa, Tea, Onion Dosa, Vada, Rava Idli, Kesari Bath","North Indian, South Indian, Chinese"
4714,"Chaat, Ginger Tea, Club Kachori, Samosa, Aloo Paratha, Thali, Dhokla","Street Food, Mithai, North Indian, Beverages, Desserts"
4715,"Chai","North Indian, Street Food"
4716,"Chaat, Gulab Jamun, Raj Kachori, Chole, Bhel Puri, Biryani, Veg Thali","North Indian"
4717,"Gulab Jamun, Chaat, Raita, Chole, Soya Chaap, Panipuri, Dal Makhani","Street Food, North Indian, Mithai, Chinese, Beverages"
4718,"\N","North Indian, Steak, South Indian"
4719,"Chole, Kheer, Biryani, Litti, Liti Chokha, Churma, Raita","North Indian"
4720,"Badam Milk, Chaat, Rasmalai, Mysore Pak, Samosa, Paneer Cutlets, Kachori","Mithai, Street Food"
4721,"Ratatouille, Pizza, Tiramisu, Pasta, Wild Mushroom Risotto, Cocktails","Italian, Mediterranean"
4722,"Chicken Grill, Shawarma, Coconut Juice","North Indian, Chinese, Biryani"
4723,"\N","Juices, North Indian"
4724,"Pizza, Craft Beer, French Fries","Bar Food, Finger Food, Pizza"
4725,"Pot Biryani, Paneer Biryani, Tandoori Chicken, Chicken Chettinad, Egg Biryani, Chicken Dum Biryani, Kulcha","North Indian, Chinese, Biryani, Seafood"
4726,"Biryani","Biryani, Kebab, Continental"
4727,"Pita Bread, Shawarma, Falafel, Baklava, Chicken Kebab, Rice Pudding, Fattoush","Lebanese, Arabian, Middle Eastern, Salad, Beverages"
4728,"Brownie, Paneer Manchurian, Chocolate Sizzler, Nachos, Filter Coffee, Panneer Butter Masala, Pizza","Chinese, North Indian, Fast Food, Street Food, Desserts"
4729,"\N","Street Food, Fast Food, Chinese, Momos"
4730,"Chicken Boneless Biryani","Andhra, South Indian, North Indian"
4731,"Coorg Pandi Pizza","Pizza, Italian"
4732,"Burgers, Spicy Fries, Cosmopolitan, Cocktails, Custard, Pepperoni Pizza, Peri Peri Chicken","Continental, Salad, Burger, Finger Food, Pizza"
4733,"Bbq Chicken Pizza, Cocktails, Sangria, Beer, Chicken Nachos, Mai Thai, Burgers","Continental, Chinese, Italian"
4734,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala","North Indian, Chinese, Continental"
4735,"Chilli Babycorn, Egg Chilli, Chicken Curry, Sweet Lassi, Palak Paneer, Chaach, Butter Chicken","North Indian"
4736,"Cheese Sandwiches, Cheese Sandwich, Chocolate Sandwich, Chicken Sandwich, Chocolate Sandwiches, French Fries, Teriyaki Chicken","Fast Food"
4737,"Shawarma, Chicken Shawarama, Kerala Parotta, Lemon Tea, Fish, Ghee Rice, Appam","Kerala, North Indian, Chinese, Arabian"
4738,"Chaat, Paratha, Vada Pav, Dal Makhani, Paneer Bhurji, Rabri, Kulcha","North Indian, Fast Food, Street Food"
4739,"Rice Kheer, Dhaniya Chutney, Rabri, Aloo Paratha, Chole, Cheese Paneer Paratha, Dal Makhani","North Indian"
4740,"Hot Chocolate, Chocolate Overload, Belgian Waffles, Nutella Waffle, Thick Shakes, Caramel Coffee, Vanilla Ice Cream","Desserts, Beverages"
4741,"Garlic Bread, Pasta, Veggie Pizza, Salsa, Nachos, Nawabi Pizza, Sicilian Pizza","Pizza, Italian"
4742,"Thukpa, Chocolate Momos, Schezwan Momos, Momos Burger, Burgers, Chicken Momo, Veg Momos","Tibetan, Momos"
4743,"\N","Continental, Desserts, Italian, Japanese, Mexican"
4744,"Paratha, Chole Bhature, Matar Paneer, Baingan Bartha","North Indian, South Indian"
4745,"Pav Bhaji, Filter Coffee, Onion Dosa, Rava Dosa, Mysore Pak, Vada, Filter Kaapi","South Indian, North Indian, Chinese, Street Food, Fast Food"
4746,"Peri Peri Chicken, Shikanji, Peri Peri Pizza, Burgers, Steak, Bun Maskas, Pasta","Cafe, Continental, Fast Food"
4747,"\N","Italian, Pizza, Fast Food"
4748,"\N","Thai, Vietnamese, Indonesian, Asian"
4749,"Paratha, Chicken Biryani, Butter Chicken, Lassi, Chilli Paneer, Tandoori Chicken, Naan","North Indian, Chinese"
4750,"\N","North Indian, Chinese, Biryani, Fast Food"
4751,"Vada, Masala Dosa, Filter Coffee, Kesari Bath, Kharabath, Open Dosa","South Indian"
4752,"\N","North Indian, Rolls, Biryani"
4753,"Mocktails, Dal Makhani, Masala Papad, Kulcha, Panneer Butter Masala, Chilli Paneer, Chicken Biryani","Chinese, Seafood, North Indian, Biryani, Desserts"
4754,"\N","South Indian, North Indian, Arabian"
4755,"Masala Dosa, Vada, Set Dosa, Filter Coffee, Raita, Idli Sambar, Crispy Dosa","South Indian"
4756,"Burgers, Popcorn, Pancakes, Brownie, Nachos, Pasta, Terminator Burger","Cafe, Burger, Italian, Desserts"
4757,"\N","North Indian, Italian, South Indian"
4758,"Mutton Curry, Dal Makhani, Lassi, Chicken Butter Masala, Pav Bhaji, Chicken Curry, Paneer Tikka","BBQ, Mughlai, Biryani"
4759,"\N","Continental, Healthy Food, Beverages"
4760,"Margarita, Cheesy Pizza","Italian, Pizza"
4761,"Choco Fudge Brownie, Sandwich, Tiramisu, Vanilla Ice Cream","Desserts, Ice Cream, Beverages, Sandwich"
4762,"\N","Chinese, South Indian, North Indian, Biryani"
4763,"Tea, Coffee, Sabudana Khichdi, Samosa, Sandwiches, Khichda, Onion Pakoda","Beverages, Fast Food, Tea"
